JobCode,Job_Function,Band,Level,Band_Level,SalaryOrgCount,SalaryIncCount,Salary25th,SalaryAvg,Salary50th,Salary75th,Salary_PerfIncentiveOrgCount,Salary_PerfIncentiveIncCount,Salary_PerfIncentive25th,Salary_PerfIncentiveAvg,Salary_PerfIncentive50th,Salary_PerfIncentive75th,PerfIncentive_PctofSalary_OrgCount,PerfIncentive_PctofSalary_IncumbentCount,PerfIncentive_PctOfSalary25th,PerfIncentive_PctOfSalaryAvg,PerfIncentive_PctOfSalary50th,PerfIncentive_PctOfSalary75th,,,,
AAV-O4,AAV,O,4,O4,47,569,36456.66,47125.61,46494.13,51800.91,14,155,38533.93,49561.08,49055.55,54800.11,14,155,4.35490%,4.98440%,5.05620%,5.90050%,,,,
AAV-O5,AAV,O,5,O5,36,355,43692.4769,53734.7917,54315.13,59797.2831,9,106,51239.69,63911.68,62019.89,70448.38,11,127,4.98505%,5.51723%,5.82424%,6.47344%,,,,
AAV-P1,AAV,P,1,P1,54,501,50153.04,62837.71,61379.88,70562.47,32,240,52338.78,66137.24,66018.19,74633.76,32,240,4.30390%,5.38330%,5.32840%,6.23220%,,,,
AAV-P2,AAV,P,2,P2,54,566,69565.12,81406.99,79957.95,88875.70,33,338,74459.02,87767.48,85073.01,97335.89,33,338,5.96060%,7.07400%,7.16450%,9.07380%,,,,
AAV-P3,AAV,P,3,P3,59,750,78800.43,86683.60,85383.35,101243.47,45,464,83245.80,92853.54,94645.62,109962.89,45,464,6.05550%,7.41280%,7.37050%,8.38020%,,,,
AAV-P4,AAV,P,4,P4,60,791,99694.10,117604.87,117275.57,133299.80,51,564,110035.94,130640.60,128511.16,152403.67,51,564,10.44460%,11.89180%,11.83350%,15.79230%,,,,
AAV-P5,AAV,P,5,P5,47,594,144741.80,163610.77,160289.47,186529.81,40,390,167513.24,180810.78,182691.21,239660.30,40,390,13.03529%,15.63173%,15.58017%,22.09079%,,,,
AAV-T1,AAV,T,1,T1,45,443,44072.62,53436.90,54462.89,60268.99,27,203,45726.36,55529.88,54708.03,63156.46,26,195,3.62647%,4.33410%,4.25846%,5.03624%,,,,
AAV-T2,AAV,T,2,T2,46,543,50113.83,66686.71,67266.89,73175.04,27,267,52788.74,70198.38,68183.69,77869.16,32,291,5.18572%,5.39817%,5.70652%,6.94781%,,,,
AAV-T3,AAV,T,3,T3,51,655,64376.81,78123.73,76553.45,87754.07,39,370,67921.16,83238.93,84046.35,94289.46,43,435,4.54586%,5.98065%,6.08656%,6.90193%,,,,
AAV-T4,AAV,T,4,T4,56,613,71788.72,93943.77,95324.74,105057.57,43,455,77700.72,102928.59,99871.61,118896.76,50,451,7.91290%,9.78246%,8.79069%,12.13299%,,,,
AAV-T5,AAV,T,5,T5,42,531,104988.18,120332.19,116866.62,133393.58,33,366,117148.87,137319.19,133831.29,155159.57,32,380,10.96999%,13.30707%,11.49700%,16.03878%,,,,
AAW-A1,AAW,A,1,A1,42,454,33182.78,39302.15,39675.52,44510.92,9,91,34275.84,40854.53,39543.10,46636.10,8,91,3.23677%,4.33478%,4.13799%,4.88341%,,,,
AAW-A2,AAW,A,2,A2,43,348,40020.28,41633.77,42424.81,51047.09,11,77,41609.59,43561.06,42537.37,54439.84,11,75,4.26879%,4.96318%,5.08620%,6.59423%,,,,
AAW-A3,AAW,A,3,A3,48,463,43300.98,52230.20,52658.49,60516.76,13,137,45089.97,54808.86,55192.52,64785.30,11,126,4.47665%,5.30758%,5.87591%,7.32144%,,,,
AAW-A4,AAW,A,4,A4,37,401,54128.22,65080.60,65614.26,70285.01,10,111,56776.99,68427.02,67126.90,75173.62,10,129,4.85996%,5.64368%,6.02468%,6.72606%,,,,
AAW-A5,AAW,A,5,A5,31,347,55021.20,72085.15,72150.02,80474.23,9,85,57703.10,76465.67,77719.71,85981.56,8,111,5.11846%,5.92982%,6.21120%,6.71664%,,,,
AAW-L1,AAW,L,1,L1,33,390,86380.12,98509.30,99031.40,104930.65,26,304,93217.63,107129.19,107472.00,117326.71,26,304,7.50651%,8.63115%,8.67694%,12.08537%,,,,
AAW-L2,AAW,L,2,L2,38,445,97866.66,111622.14,111320.76,140526.23,33,388,106227.94,123344.05,123344.05,158224.65,33,388,8.11730%,9.97452%,10.11219%,11.87868%,,,,
AAW-L3,AAW,L,3,L3,43,500,117501.28,148300.36,145037.75,154372.08,40,438,130297.25,168683.86,164584.84,178032.34,40,438,11.21261%,13.24060%,13.40312%,15.86960%,,,,
AAW-L4,AAW,L,4,L4,40,444,156084.16,177678.64,179490.96,192176.39,37,314,181766.03,211931.68,212164.80,241326.37,37,314,15.62719%,19.74000%,19.29000%,26.63000%,,,,
AAW-L5,AAW,L,5,L5,19,43,190545.35,232473.50,231287.88,220621.96,18,41,225805.38,290194.89,294228.60,277924.72,18,41,20.42247%,24.29000%,24.49000%,27.20000%,,,,
AAW-O1,AAW,O,1,O1,38,481,25094.77,30484.55,31066.80,34029.61,8,82,25888.12,31437.46,31079.08,35551.25,8,82,2.79560%,3.50370%,3.51840%,4.27660%,,,,
AAW-O2,AAW,O,2,O2,39,328,29120.28,33612.63,33901.70,37719.79,10,69,30254.16,34460.73,33905.91,39279.31,10,69,3.66930%,4.33310%,4.35910%,5.46400%,,,,
AAW-O3,AAW,O,3,O3,41,453,34280.26,39764.31,40169.90,45683.35,11,127,35801.65,41843.66,41872.95,48108.76,11,127,3.73930%,4.65610%,4.66490%,6.17260%,,,,
AAW-O4,AAW,O,4,O4,34,401,39099.44,45227.96,45413.39,50700.30,10,109,41124.32,47646.65,47422.71,53270.94,10,109,3.87730%,4.68900%,4.76120%,5.68920%,,,,
AAW-O5,AAW,O,5,O5,27,271,47336.9855,53430.251,51741.86,56133.9885,7,79,54870.24,62737.97,61771.81,67255.67,8,79,4.24371%,5.41064%,5.32683%,6.15230%,,,,
AAW-P1,AAW,P,1,P1,39,369,51434.01,63721.24,63733.99,65619.51,23,180,53548.76,66731.60,67372.23,70376.28,23,180,4.28290%,5.10290%,5.05390%,7.17370%,,,,
AAW-P2,AAW,P,2,P2,39,433,71045.78,78282.52,79065.34,90522.93,24,244,75424.52,84243.33,85784.98,99030.77,24,244,5.52740%,6.93960%,6.94380%,8.11860%,,,,
AAW-P3,AAW,P,3,P3,43,547,80549.32,98211.94,95933.42,101942.86,32,414,85674.17,105103.36,105008.76,111139.07,32,414,6.37640%,7.56130%,7.62330%,9.43120%,,,,
AAW-P4,AAW,P,4,P4,44,507,105263.75,120820.86,119830.13,131656.51,37,375,115235.07,135443.21,137854.10,147329.85,37,375,10.03890%,11.52180%,11.75340%,13.18790%,,,,
AAW-P5,AAW,P,5,P5,34,435,124098.18,158364.29,153249.12,185941.44,29,358,138777.21,177187.64,174831.04,216234.24,29,358,11.68618%,14.97266%,14.90975%,19.34765%,,,,
AAW-T1,AAW,T,1,T1,36,349,45288.81,57579.14,56203.00,53676.13,22,157,47085.47,59626.58,60556.76,56488.45,18,172,3.81050%,3.89045%,4.26145%,5.64714%,,,,
AAW-T2,AAW,T,2,T2,38,396,57841.24,59578.11,59220.64,76609.14,22,203,60365.40,62791.66,61297.22,81993.79,22,208,4.78397%,5.77375%,5.95361%,6.72220%,,,,
AAW-T3,AAW,T,3,T3,41,488,63554.25,77037.84,75289.08,77639.42,26,323,67863.00,82438.90,81573.29,84364.93,28,351,5.58828%,6.07248%,6.69554%,8.25230%,,,,
AAW-T4,AAW,T,4,T4,41,455,77221.86,90438.59,91822.30,110592.85,34,319,83705.76,98468.52,100181.87,122347.18,35,348,7.67005%,8.47530%,9.67083%,10.81502%,,,,
AAW-T5,AAW,T,5,T5,28,359,97662.77,115237.26,113842.89,146623.23,24,346,106001.58,130903.79,132081.92,170637.62,25,352,8.89904%,12.75926%,10.86314%,16.47418%,,,,
AAX-A1,AAX,A,1,A1,50,702,37184.72,42297.48,41345.79,47328.18,9,132,38559.44,44256.44,44827.35,49724.95,10,121,3.66401%,4.74237%,4.65554%,5.54611%,,,,
AAX-A2,AAX,A,2,A2,51,432,44224.95,51577.93,51252.99,50454.58,13,94,46198.84,54543.48,55361.63,53842.20,13,106,4.83511%,5.67811%,5.75187%,7.35883%,,,,
AAX-A3,AAX,A,3,A3,57,558,47496.33,61426.14,60861.02,67918.43,14,152,49946.61,65368.40,64178.70,73029.21,15,137,5.31955%,6.31868%,6.12515%,7.24383%,,,,
AAX-A4,AAX,A,4,A4,46,589,58007.23,68938.58,69696.91,79126.37,14,166,60834.92,73252.42,71399.13,85088.91,14,179,5.19803%,6.88698%,6.74733%,7.40005%,,,,
AAX-A5,AAX,A,5,A5,36,445,65940.97,75121.58,75760.11,86576.35,11,136,69148.88,80280.08,77895.76,93304.28,12,135,5.19081%,7.34503%,8.02190%,7.40457%,,,,
AAX-L1,AAX,L,1,L1,41,517,96250.23,111323.78,113639.32,122525.39,33,318,104538.44,121364.92,121195.01,138096.97,33,318,8.23881%,9.46115%,9.49423%,12.98736%,,,,
AAX-L2,AAX,L,2,L2,47,560,119250.46,134306.48,132708.23,146582.15,42,429,130572.01,150438.92,148453.13,168954.82,42,429,8.76757%,11.04362%,11.21923%,14.24517%,,,,
AAX-L3,AAX,L,3,L3,54,709,129597.10,159854.06,162491.65,175542.49,50,539,147799.26,185110.11,185813.53,206049.53,50,539,13.38971%,15.42984%,15.62104%,18.37432%,,,,
AAX-L4,AAX,L,4,L4,50,479,173178.39,213095.27,210303.72,217520.17,46,413,205481.32,259126.56,261406.88,276930.76,46,413,17.76643%,22.35000%,22.56000%,26.29000%,,,,
AAX-L5,AAX,L,5,L5,24,53,200230.28,273372.11,274028.21,259898.83,23,47,244282.80,349072.38,350957.37,354504.04,23,47,22.92957%,27.39000%,27.09000%,35.43000%,,,,
AAX-O1,AAX,O,1,O1,48,603,29171.82,33715.88,33119.11,35066.18,10,126,29909.17,34989.99,35325.89,36666.49,10,126,3.16160%,4.00450%,3.97010%,4.83380%,,,,
AAX-O2,AAX,O,2,O2,49,398,32775.38,40848.47,40215.32,40465.39,13,98,34452.45,42283.73,41332.34,42875.77,13,98,4.22620%,4.82500%,4.91470%,6.22180%,,,,
AAX-O3,AAX,O,3,O3,52,510,36765.07,45545.62,44516.29,49015.58,14,132,38155.69,48075.38,46484.09,52676.37,14,132,4.20900%,5.19120%,5.22490%,6.23050%,,,,
AAX-O4,AAX,O,4,O4,43,582,41226.02,52793.96,53005.14,56919.43,13,163,42765.79,55209.81,54530.73,61238.81,13,163,4.56970%,5.43360%,5.38580%,6.18780%,,,,
AAX-O5,AAX,O,5,O5,29,416,47730.2686,64132.2477,65100.64,67575.3061,9,123,55677.30,75611.16,74923.10,78868.71,10,134,5.19392%,5.96392%,6.25238%,6.78925%,,,,
AAX-P1,AAX,P,1,P1,49,459,54734.69,65955.83,64432.25,75922.59,29,250,57530.30,69739.80,68686.73,80904.18,29,250,5.09840%,5.81210%,5.82550%,6.35610%,,,,
AAX-P2,AAX,P,2,P2,49,574,73585.25,84119.02,82832.00,96675.87,30,290,78956.55,90975.31,88318.83,107827.01,30,290,6.10770%,7.75290%,7.87380%,10.92690%,,,,
AAX-P3,AAX,P,3,P3,53,784,88212.28,110104.66,106812.53,101638.80,41,585,94454.97,119531.52,121491.83,111763.41,41,585,7.37560%,8.46020%,8.62690%,10.78420%,,,,
AAX-P4,AAX,P,4,P4,55,612,110574.54,130936.37,130229.31,153877.02,46,409,122988.49,146814.86,145933.97,181547.12,46,409,11.03910%,13.07480%,13.27880%,17.10450%,,,,
AAX-P5,AAX,P,5,P5,43,489,143707.15,164432.23,166356.09,197442.92,36,412,173590.55,188170.55,188584.52,232829.46,36,412,14.48782%,17.02644%,17.04856%,19.36756%,,,,
AAX-T1,AAX,T,1,T1,38,420,43752.45,58307.77,58739.25,58944.14,24,200,45584.92,60958.62,61318.27,61473.75,23,210,4.17406%,4.73919%,4.94527%,4.68254%,,,,
AAX-T2,AAX,T,2,T2,47,475,55703.86,71792.43,72230.36,69644.08,28,230,58234.14,76343.27,73961.36,75434.38,25,262,5.02419%,6.04106%,6.97068%,8.42792%,,,,
AAX-T3,AAX,T,3,T3,47,728,74822.12,84537.21,83488.94,91964.30,34,473,80319.86,90495.09,87698.80,100507.79,35,569,6.29286%,6.66241%,6.53401%,8.99942%,,,,
AAX-T4,AAX,T,4,T4,54,561,92967.37,106387.24,103674.36,121202.39,43,379,100490.62,117539.11,118608.71,136872.74,40,368,8.46031%,10.63083%,10.11155%,12.81786%,,,,
AAX-T5,AAX,T,5,T5,36,453,119441.95,131518.44,130453.14,147734.19,32,315,134520.48,148542.64,149968.65,171138.02,29,369,12.57094%,13.45404%,14.50148%,14.99004%,,,,
AAY-A1,AAY,A,1,A1,27,366,29777.13,41720.88,40803.02,41512.07,6,65,30803.79,43524.83,43868.67,43652.11,6,72,3.61141%,4.10662%,4.28770%,5.49598%,,,,
AAY-A2,AAY,A,2,A2,30,320,37706.91,48330.20,47996.73,48165.35,7,63,39148.80,50897.87,51366.13,50964.36,7,67,3.98492%,5.13261%,4.90231%,5.68115%,,,,
AAY-A3,AAY,A,3,A3,28,378,41113.79,53378.02,53351.33,56901.77,9,88,42981.36,56234.59,56931.90,60813.98,9,96,4.59390%,5.29126%,5.34540%,7.07416%,,,,
AAY-A4,AAY,A,4,A4,25,319,51848.85,65390.60,63827.76,61879.48,8,87,54059.38,69172.65,68259.57,66055.20,7,96,4.55590%,5.75043%,5.61583%,6.47927%,,,,
AAY-A5,AAY,A,5,A5,22,281,56183.34,70231.59,70105.17,63745.02,7,69,59133.27,74450.74,72314.01,68315.81,6,74,5.35496%,6.16912%,6.54997%,7.20572%,,,,
AAY-L1,AAY,L,1,L1,24,284,78530.09,96088.66,95531.35,99858.07,19,189,83973.24,104549.01,104413.10,109902.40,19,189,6.67976%,8.25066%,8.36290%,10.07653%,,,,
AAY-L2,AAY,L,2,L2,27,371,101399.30,114988.82,113539.96,140136.22,24,282,109972.19,127003.09,124729.74,158007.89,24,282,7.77620%,9.78017%,9.78801%,12.07361%,,,,
AAY-L3,AAY,L,3,L3,31,427,119163.11,145201.95,144853.46,154996.81,28,389,134156.93,166168.87,168229.37,182037.97,28,389,12.05912%,13.31708%,14.17748%,16.72044%,,,,
AAY-L4,AAY,L,4,L4,29,353,150532.35,179391.54,178333.13,194337.37,26,251,176359.87,214092.69,217175.62,244884.76,26,251,16.82269%,20.50000%,20.24000%,27.25000%,,,,
AAY-L5,AAY,L,5,L5,14,35,198573.40,228429.26,231855.70,240260.71,13,29,236694.90,287470.39,286148.03,316402.48,13,29,19.63957%,25.31000%,25.81000%,32.06000%,,,,
AAY-O1,AAY,O,1,O1,27,352,23952.88,31008.17,31234.53,32046.64,6,61,24307.31,31943.50,32342.80,33432.17,6,61,2.86120%,3.54410%,3.52920%,4.74700%,,,,
AAY-O2,AAY,O,2,O2,28,277,28660.38,35081.34,35667.20,37543.55,7,64,29817.64,36166.52,36828.37,39346.22,7,64,3.25440%,4.22100%,4.22060%,4.75120%,,,,
AAY-O3,AAY,O,3,O3,29,373,31861.42,38825.42,38875.90,44047.70,8,83,32811.18,40882.64,41266.93,46822.17,8,83,3.89050%,4.63540%,4.69150%,5.96950%,,,,
AAY-O4,AAY,O,4,O4,24,295,38704.64,46719.74,45500.35,47459.00,7,87,39601.03,49180.86,49348.07,49518.05,7,87,3.94980%,4.75250%,4.73590%,5.30470%,,,,
AAY-O5,AAY,O,5,O5,16,202,44774.7297,55241.9396,55589.96,53820.4907,6,69,51736.59,63607.57,63066.91,62673.45,6,73,4.43168%,5.51338%,5.13656%,6.17626%,,,,
AAY-P1,AAY,P,1,P1,28,258,48676.09,58759.76,57625.70,66800.04,17,142,50736.59,61669.16,62415.36,70427.49,17,142,4.09310%,5.08770%,5.06380%,5.67430%,,,,
AAY-P2,AAY,P,2,P2,28,343,66514.42,73986.07,72669.11,88956.74,17,219,70872.19,79864.93,78826.69,97321.01,17,219,5.31430%,6.88910%,6.86840%,9.23210%,,,,
AAY-P3,AAY,P,3,P3,30,335,83587.05,89803.75,88824.89,99434.18,23,250,88511.39,96113.39,95527.10,109089.99,23,250,5.68820%,7.31040%,7.44860%,10.24990%,,,,
AAY-P4,AAY,P,4,P4,31,343,98066.56,113174.47,112529.37,135365.61,26,235,106800.42,127085.80,127301.85,157669.57,26,235,9.81600%,12.00150%,12.02070%,15.84920%,,,,
AAY-P5,AAY,P,5,P5,24,291,136646.56,143649.58,143750.14,183163.28,21,197,152430.30,163914.38,165668.26,215403.22,21,197,12.76949%,15.02644%,14.90475%,18.03019%,,,,
AAY-T1,AAY,T,1,T1,23,222,38496.25,53904.99,53775.62,60997.43,15,111,39809.40,56056.88,56258.68,63388.59,14,112,3.53849%,4.01165%,3.87786%,4.28239%,,,,
AAY-T2,AAY,T,2,T2,23,324,51800.72,52589.22,53709.38,76265.86,15,179,54112.12,55470.85,53934.31,81537.88,13,191,4.40874%,5.55055%,5.33469%,7.15672%,,,,
AAY-T3,AAY,T,3,T3,29,286,67386.28,68112.25,67274.47,82707.71,23,218,70811.81,73110.72,73213.08,89896.34,21,231,4.45159%,6.03035%,5.99985%,7.68435%,,,,
AAY-T4,AAY,T,4,T4,26,332,78234.46,86190.90,87380.33,97577.76,22,183,83661.52,94463.10,93168.95,109468.62,24,217,7.08232%,9.48710%,9.76809%,11.69593%,,,,
AAY-T5,AAY,T,5,T5,23,286,88396.82,120082.11,116731.82,133180.34,17,166,97325.43,134054.45,131185.68,153054.06,17,166,9.25986%,11.41460%,12.00884%,14.13560%,,,,
AAZ-A1,AAZ,A,1,A1,24,398,33079.90,40271.56,39119.79,44480.38,5,72,34263.95,42011.25,41679.36,47243.64,5,73,3.51399%,4.27374%,4.27924%,5.98429%,,,,
AAZ-A2,AAZ,A,2,A2,25,219,41071.93,43265.40,43568.26,48779.71,7,60,43077.60,45739.37,46686.17,51616.57,6,50,4.74799%,5.57920%,5.52197%,6.18491%,,,,
AAZ-A3,AAZ,A,3,A3,27,240,45160.68,54425.77,54055.68,57968.18,8,70,47512.31,57447.78,55684.14,61616.15,8,77,5.16184%,5.62852%,5.56216%,6.42082%,,,,
AAZ-A4,AAZ,A,4,A4,21,208,53136.25,63013.96,60827.37,68132.87,6,55,55997.06,67015.48,67424.28,72615.44,6,50,5.32533%,6.13548%,6.23352%,6.87189%,,,,
AAZ-A5,AAZ,A,5,A5,18,175,60409.24,75687.71,75763.40,74686.56,5,46,63706.82,80688.74,80672.61,80417.85,5,42,5.41810%,6.95009%,6.81118%,7.81685%,,,,
AAZ-L1,AAZ,L,1,L1,19,222,85716.41,96826.29,96952.17,110188.83,15,177,92137.44,105116.39,102078.53,124947.41,15,177,7.11446%,8.78985%,8.78813%,12.42800%,,,,
AAZ-L2,AAZ,L,2,L2,22,260,107060.64,115634.97,116872.26,144497.68,19,211,116229.49,127799.67,127492.96,164167.62,19,211,8.37494%,10.41533%,10.56112%,13.62118%,,,,
AAZ-L3,AAZ,L,3,L3,25,345,113042.79,140297.33,140044.79,158940.17,23,286,128118.98,159070.07,156588.57,191180.01,23,286,12.56890%,14.14880%,15.46808%,19.13912%,,,,
AAZ-L4,AAZ,L,4,L4,24,266,154782.26,187801.26,187350.54,189160.01,22,208,179722.47,222548.04,221012.45,229168.10,22,208,17.56578%,20.39000%,20.19000%,22.51000%,,,,
AAZ-L5,AAZ,L,5,L5,11,30,207674.81,256712.30,248779.89,261566.40,11,28,249464.98,320294.62,320262.59,333652.11,11,28,21.31436%,25.14000%,25.21000%,29.57000%,,,,
AAZ-O1,AAZ,O,1,O1,22,338,25919.12,32525.81,33013.70,34917.93,5,71,26798.45,33517.92,33219.61,36888.58,5,71,2.97740%,3.63760%,3.68420%,5.15270%,,,,
AAZ-O2,AAZ,O,2,O2,23,225,30439.34,34729.48,34739.90,36947.35,6,53,31357.64,36130.37,35924.42,38613.83,6,53,3.92490%,4.48510%,4.46180%,5.39060%,,,,
AAZ-O3,AAZ,O,3,O3,24,240,35211.70,41410.76,41721.35,41892.17,7,66,36605.77,43635.89,42601.72,45054.05,7,66,4.15580%,4.76150%,4.78960%,5.40910%,,,,
AAZ-O4,AAZ,O,4,O4,20,200,39831.50,44818.92,43904.61,50340.90,6,50,41626.69,47585.53,46181.75,53731.38,6,50,4.29220%,4.99970%,5.09770%,5.79970%,,,,
AAZ-O5,AAZ,O,5,O5,13,132,46613.4712,50684.5334,48935.92,59470.2992,,,,,,,,,,,,,,,,
AAZ-P1,AAZ,P,1,P1,23,244,51548.12,64296.11,65279.84,67395.30,14,112,53535.24,67587.28,69033.64,71439.49,14,112,4.15440%,5.38760%,5.35310%,6.25660%,,,,
AAZ-P2,AAZ,P,2,P2,23,245,67300.36,74972.49,74807.55,97274.82,14,120,72256.39,81131.89,82105.47,106649.48,14,120,6.27580%,7.20200%,7.19260%,9.08530%,,,,
AAZ-P3,AAZ,P,3,P3,25,327,72036.31,95303.46,93387.86,98972.54,19,236,76556.93,102213.97,98810.25,107575.88,19,236,6.38660%,7.58320%,7.70910%,8.47650%,,,,
AAZ-P4,AAZ,P,4,P4,26,359,98409.23,125920.21,125517.27,140060.73,21,237,107424.95,139630.84,138164.71,163067.61,21,237,9.33890%,12.03930%,12.14770%,16.13750%,,,,
AAZ-P5,AAZ,P,5,P5,20,233,140772.97,161177.23,163433.71,182428.30,17,174,153770.03,187996.36,182901.66,227695.16,17,174,13.23924%,15.79296%,15.67771%,21.59055%,,,,
AAZ-T1,AAZ,T,1,T1,20,230,42699.56,51302.24,50214.63,59503.57,13,89,44061.62,53382.02,53366.00,62304.24,13,109,3.35177%,4.23304%,4.65559%,5.21926%,,,,
AAZ-T2,AAZ,T,2,T2,20,223,57236.27,58053.76,57490.63,73599.12,13,118,60010.88,61392.43,62386.99,79103.51,14,108,4.96228%,6.25926%,5.82169%,7.59895%,,,,
AAZ-T3,AAZ,T,3,T3,25,265,58149.58,73380.26,71626.47,98903.20,18,217,61591.62,78481.73,80129.85,105898.65,15,196,5.14888%,5.99755%,6.12488%,6.36416%,,,,
AAZ-T4,AAZ,T,4,T4,20,317,73114.02,97313.79,98598.33,101200.46,17,202,79087.93,106658.84,107842.75,113080.39,19,221,7.70357%,9.82871%,9.71172%,11.74398%,,,,
AAZ-T5,AAZ,T,5,T5,16,207,98678.56,122849.58,119434.36,146337.39,17,160,108598.78,139930.63,137453.85,171090.26,17,166,10.52647%,13.41019%,11.87699%,15.68194%,,,,
ABA-A1,ABA,A,1,A1,43,611,30453.32,38409.41,37948.50,36127.44,9,114,31320.59,40009.91,39581.80,37751.76,11,111,3.01139%,4.03422%,3.66451%,4.78867%,,,,
ABA-A2,ABA,A,2,A2,47,350,34812.09,42821.21,41502.32,43552.54,12,74,36120.75,44818.64,44729.01,46061.11,11,76,3.78114%,4.70647%,4.70427%,5.67697%,,,,
ABA-A3,ABA,A,3,A3,40,530,42776.56,47615.77,47020.58,56676.99,12,162,44608.22,49825.55,49581.40,60257.31,14,131,4.18158%,5.08474%,5.02218%,6.68825%,,,,
ABA-A4,ABA,A,4,A4,36,481,42666.98,54549.14,54914.62,61977.73,10,105,44605.68,57108.05,56262.85,65757.52,10,99,4.45601%,5.20126%,5.33947%,6.00377%,,,,
ABA-A5,ABA,A,5,A5,30,393,45460.96,60201.92,59587.86,70029.91,8,82,47716.23,63456.04,61825.22,74592.84,8,86,5.04206%,5.36671%,5.46735%,6.39107%,,,,
ABA-L1,ABA,L,1,L1,34,441,74588.26,85073.97,85575.91,90578.67,27,280,79018.99,91289.21,92941.55,100055.58,27,280,6.20033%,7.71569%,7.78978%,11.09515%,,,,
ABA-L2,ABA,L,2,L2,39,401,89738.99,105607.35,105142.68,130064.16,34,353,96730.93,115451.33,111814.61,143727.33,34,353,7.77677%,8.94606%,8.92722%,10.19670%,,,,
ABA-L3,ABA,L,3,L3,44,456,98853.49,129367.01,130272.58,140424.34,41,332,110125.46,146792.98,142858.93,161608.17,41,332,10.45458%,12.33240%,13.01116%,15.07612%,,,,
ABA-L4,ABA,L,4,L4,41,460,139852.82,160423.00,157551.43,172549.05,38,377,162193.47,188855.09,183453.83,211073.55,38,377,15.87755%,19.00000%,18.51000%,23.93000%,,,,
ABA-L5,ABA,L,5,L5,20,47,193103.32,197566.05,196064.55,216664.53,19,42,231266.81,244598.28,245503.29,277225.45,19,42,19.61613%,22.82000%,21.61000%,30.28000%,,,,
ABA-O1,ABA,O,1,O1,40,588,23014.45,29462.33,29883.64,28306.10,9,100,23640.35,30033.81,30439.26,29856.61,9,100,2.47820%,3.21890%,3.20120%,3.79960%,,,,
ABA-O2,ABA,O,2,O2,40,309,25931.65,32066.70,31470.26,34802.26,11,78,26638.50,33045.99,32371.85,35857.91,11,78,3.19680%,3.97170%,3.95460%,4.76720%,,,,
ABA-O3,ABA,O,3,O3,42,508,30932.17,37045.37,37493.62,40836.67,12,138,31550.59,38691.58,39271.95,43823.66,12,138,3.36860%,4.30050%,4.26820%,5.73080%,,,,
ABA-O4,ABA,O,4,O4,35,411,32709.69,40351.60,40864.06,46952.46,10,104,34253.68,42211.13,43106.00,49103.91,10,104,3.58930%,4.37290%,4.33490%,5.02050%,,,,
ABA-O5,ABA,O,5,O5,28,341,38833.6176,49929.6821,49025.95,52089.4307,7,84,44454.31,57435.81,58532.83,62037.19,6,79,4.08319%,5.06775%,5.13035%,5.75701%,,,,
ABA-P1,ABA,P,1,P1,40,365,46277.53,58257.83,57943.24,64740.56,24,188,47857.32,60859.88,61997.96,68425.38,24,188,3.66830%,4.70300%,4.68840%,5.80960%,,,,
ABA-P2,ABA,P,2,P2,40,527,65363.72,70944.67,69100.11,81325.68,25,311,69423.86,76351.11,77931.58,88233.66,25,311,5.13020%,6.41510%,6.50110%,7.88480%,,,,
ABA-P3,ABA,P,3,P3,44,500,64652.18,83800.16,84680.06,92174.62,33,350,68475.51,89498.41,88209.63,99568.32,33,350,5.71150%,6.70130%,6.82860%,8.32700%,,,,
ABA-P4,ABA,P,4,P4,45,588,89673.63,110270.12,106807.64,127490.47,38,407,97768.46,121926.40,122853.04,144936.52,38,407,9.06870%,10.56960%,10.62350%,13.84620%,,,,
ABA-P5,ABA,P,5,P5,35,449,137330.19,148974.19,149719.06,174494.60,30,317,149834.68,164065.31,163999.68,210959.75,30,317,10.82741%,14.06521%,14.28464%,19.93466%,,,,
ABA-T1,ABA,T,1,T1,31,327,40317.21,49113.96,49605.10,50859.26,19,162,41676.68,50860.53,50774.07,53384.28,21,152,3.20830%,3.49809%,4.14080%,5.10722%,,,,
ABA-T2,ABA,T,2,T2,39,475,55133.43,52495.62,50716.02,64477.68,21,249,57584.58,55058.33,54832.60,68612.29,22,280,4.51355%,4.93257%,5.46222%,6.42532%,,,,
ABA-T3,ABA,T,3,T3,36,384,59270.39,69935.91,67725.93,80579.39,31,285,62500.06,74670.68,75887.82,87166.09,29,302,4.80566%,5.64384%,5.97707%,7.30528%,,,,
ABA-T4,ABA,T,4,T4,41,508,74818.34,92867.73,91567.58,106695.76,30,361,80237.22,100967.87,98615.31,118254.24,29,351,6.57227%,8.22934%,8.35965%,10.52137%,,,,
ABA-T5,ABA,T,5,T5,28,419,90915.91,119272.49,117924.71,126702.99,27,250,99053.76,133078.78,128806.95,149209.65,28,308,9.15340%,11.94450%,10.81042%,16.84868%,,,,
ABB-A1,ABB,A,1,A1,35,627,29769.26,34596.54,33697.03,40045.54,8,120,30723.60,35933.52,34693.81,41991.62,7,108,3.08519%,4.08594%,4.06360%,4.73653%,,,,
ABB-A2,ABB,A,2,A2,36,276,37646.55,42240.41,41518.10,46894.83,10,73,38948.38,44124.30,44534.65,49648.12,9,70,3.54270%,4.71950%,5.11842%,5.67321%,,,,
